order_line_id,transaction_id,order_date,customer_id,product_id,product_name,category,unit_price,quantity,total_price,month,season,festival
27735,4347,2024-06-16,26758,26,Python Programming Book,Books,-1.5849043289452844,0.715396353217978,-1.0739203862941036,6,Summer,No Festival
5042,4280,2025-02-28,35710,1,Laptop,Hardware,0.22763763875034382,1.4324381797938541,1.126753497446532,2,Winter,No Festival
2672,4996,2025-07-08,14112,8,Graphics Card,Hardware,-0.7267709014462305,0.715396353217978,-0.2608610020500382,7,Monsoon,No Festival
8253,1909,2024-08-02,42060,16,Laptop Cooling Pad,Accessories,-0.9803747083147556,-0.718687299933774,-0.8955375955158373,8,Monsoon,No Festival
9163,2640,2024-03-05,19119,10,SSD 1TB,Hardware,0.9154990859898097,-1.4357291265096501,-0.6436614125130574,3,Summer,No Festival
12013,2179,2025-02-28,37812,24,Laptop Bag,Accessories,-1.2945106621131652,0.715396353217978,-0.7987798447689812,2,Winter,No Festival
28288,3160,2024-01-25,35678,24,Laptop Bag,Accessories,-1.403282639746151,0.715396353217978,-0.9018385001287065,1,Winter,Pongal/New Year Offer
11683,2190,2024-01-26,36906,24,Laptop Bag,Accessories,-1.2345497147078843,-0.718687299933774,-1.0159497409735183,1,Winter,Pongal/New Year Offer
16727,2339,2025-02-24,27459,15,Microphone USB,Peripherals,0.9953784670416453,0.715396353217978,1.3708312968967966,2,Winter,No Festival
21609,2602,2025-01-08,43054,16,Laptop Cooling Pad,Accessories,-0.861971743181727,-0.0016454733578979777,-0.61420301929349,1,Winter,Pongal/New Year Offer
23707,3806,2024-02-04,36368,27,Java Programming Book,Books,-1.3237669821584126,0.715396353217978,-0.8264994566602946,2,Winter,No Festival
24496,4621,2023-11-22,26920,11,USB Drive 64GB,Accessories,-1.4846699729061814,-1.4357291265096501,-1.2121860482433746,11,Winter,Diwali Offer
2932,4138,2025-05-19,18957,2,Desktop PC,Hardware,-0.7247773748542763,-1.4357291265096501,-1.0321913679101735,5,Summer,No Festival
29594,2824,2024-09-12,47547,11,USB Drive 64GB,Accessories,-1.4503771440482216,1.4324381797938541,-0.8605913931243235,9,Monsoon,No Festival
3281,2048,2025-08-25,41144,31,Microsoft Office 365,Software,-0.37494419516047667,-0.718687299933774,-0.6087226641464791,8,Monsoon,No Festival
20109,1760,2024-03-30,40584,28,AI & ML Book,Books,1.3334012458026419,-0.0016454733578979777,0.9458416253474381,3,Summer,No Festival
3829,2844,2024-08-23,10375,12,External Hard Drive 2TB,Hardware,-0.46383030593594643,0.715396353217978,-0.011731540561259392,8,Monsoon,No Festival
2322,2257,2025-02-15,38013,28,AI & ML Book,Books,2.1694053571902754,1.4324381797938541,3.4264723041432847,2,Winter,No Festival
13952,2596,2024-11-15,26950,29,Cybersecurity Guide,Books,1.566397959508082,1.4324381797938541,2.7123047753200336,11,Winter,Diwali Offer
16730,3613,2024-07-24,16088,26,Python Programming Book,Books,-0.00014977868095863403,1.4324381797938541,-0.987642647907642,7,Monsoon,No Festival
18879,2104,2025-07-07,26868,23,Arduino Kit,IoT,1.3261849576381914,-1.4357291265096501,-0.5463828334425146,7,Monsoon,No Festival
12315,4061,2023-11-16,17183,15,Microphone USB,Peripherals,1.2604856688204609,-0.718687299933774,0.1660412336182205,11,Winter,Diwali Offer
15470,4115,2024-10-13,26311,5,Gaming Mouse,Peripherals,1.5834252673097342,-1.4357291265096501,-0.48545068668013724,10,Monsoon,Diwali Offer
4997,1367,2024-10-24,22204,26,Python Programming Book,Books,-1.5991008875333983,-1.4357291265096501,-1.2392911364510568,10,Monsoon,Diwali Offer
21438,1818,2025-04-01,41589,8,Graphics Card,Hardware,-0.894058080602557,0.715396353217978,-0.41936130808422944,4,Summer,No Festival
29944,1831,2024-06-15,44804,2,Desktop PC,Hardware,-0.9493473404161568,-0.718687299933774,-0.8808387783914009,6,Summer,No Festival
1771,4876,2025-08-15,35849,22,Raspberry Pi 4,IoT,1.005118498397122,-0.0016454733578979777,0.7125620211126613,8,Monsoon,No Festival
7314,4869,2023-12-20,22529,8,Graphics Card,Hardware,-0.7454624087596681,0.00011772445057179712,-0.025730632763558536,12,Winter,Year-end Sale
24549,3751,2024-07-14,47869,1,Laptop,Hardware,0.08801283657124843,-0.718687299933774,-0.3894027151216105,7,Monsoon,No Festival
5564,4702,2025-08-29,32858,5,Gaming Mouse,Peripherals,1.912795159998789,-0.0016454733578979777,1.357562265764628,8,Monsoon,No Festival
7977,4474,2025-08-03,48393,11,USB Drive 64GB,Accessories,-1.4170111879614475,0.715396353217978,-0.9148459469904664,8,Monsoon,No Festival
14819,2057,2025-03-20,46601,25,VR Headset,Accessories,1.185802703174708,1.4324381797938541,2.2615494865089496,3,Summer,No Festival
13109,1943,2023-09-21,16021,15,Microphone USB,Peripherals,0.92794838145814,-0.0016454733578979777,0.6577244931568004,9,Monsoon,No Festival
23899,2374,2024-02-06,33649,22,Raspberry Pi 4,IoT,1.2300305982033999,-0.718687299933774,0.1516135349821337,2,Winter,No Festival
21844,1340,2025-04-03,49427,3,Mechanical Keyboard,Peripherals,1.0473879950557434,1.4324381797938541,2.0976190099839993,4,Summer,No Festival
1949,1725,2024-08-23,42242,12,External Hard Drive 2TB,Peripherals,-0.5547329961989824,0.715396353217978,-0.0978595050513439,8,Monsoon,No Festival
22916,1460,2023-11-05,42856,19,Router Wi-Fi 6,Networking,-1.197470046913742,1.4324381797938541,-0.5610626688057784,11,Winter,Diwali Offer
23168,1613,2024-07-23,25067,16,Laptop Cooling Pad,Accessories,-0.9125955360262713,-0.0016454733578979777,-0.6501765770054663,7,Monsoon,No Festival
23777,4709,2024-11-29,26175,6,Optical Mouse,Peripherals,-1.5820582111346715,-0.718687299933774,-1.1805774288540583,11,Winter,Diwali Offer
29308,3598,2025-06-01,28772,13,Gaming Headset,Peripherals,0.5117715296264133,-1.4357291265096501,-0.7392917853257825,6,Summer,No Festival
28259,1845,2025-07-14,20902,16,Laptop Cooling Pad,Accessories,-1.0968412302163926,-1.4357291265096501,-1.1203216048425093,7,Monsoon,No Festival
19933,1930,2024-10-13,14376,7,Monitor 4K,Peripherals,0.865685803681458,-0.718687299933774,-0.020990132928744402,10,Monsoon,Diwali Offer
